,HAX,HAY,PW1X,PW1Y,PW2X,PW2Y,WWX,WWY,BOLX,BOLY,GDALX,GDALY,GSURFX,GSURFY,H2OX,H2OY,sun,mon,tue,wed,thu,fri,sat,Company,distance_dsH2OE,distance_dsGSF,distance_dsP1,distance_dsGD,distance_BOL,distance_dsWW,distance_dsP2,distance_GroundSurf,distance_H2OE,distance_PWl,distance_PW2,distance_GDAL,distance_BOLE,distance_WW
739,270,160,250,155,125,76,58,229,123,78,221,181,466,181,318,40,49,9,15,31,47,16,3,Public Well 2,5184,47089,625,784,52441,418161601,52441,217.0,72.0,25.0,229.0,28.0,229.0,143.0
740,270,170,250,155,125,76,58,229,123,78,221,181,466,181,318,40,47,62,12,51,73,14,45,Glendale Wells,6724,42849,1225,1444,57121,547981281,57121,207.0,82.0,35.0,239.0,38.0,239.0,153.0
741,270,180,250,155,125,76,58,229,123,78,221,181,466,181,318,40,82,1,34,2,8,60,80,Water Works II,8464,38809,2025,2304,62001,705911761,62001,197.0,92.0,45.0,249.0,48.0,249.0,163.0
742,270,190,250,155,125,76,58,229,123,78,221,181,466,181,318,40,82,34,9,8,38,54,65,Glendale Wells,10404,34969,3025,3364,67081,895745041,67081,187.0,102.0,55.0,259.0,58.0,259.0,173.0
743,270,200,250,155,125,76,58,229,123,78,221,181,466,181,318,40,17,1,47,20,44,2,82,Public Well 2,12544,31329,4225,4624,72361,1121513121,72361,177.0,112.0,65.0,269.0,68.0,269.0,183.0
744,270,210,250,155,125,76,58,229,123,78,221,181,466,181,318,40,22,18,14,51,65,44,24,Glendale Wells,14884,27889,5625,6084,77841,1387488001,77841,167.0,122.0,75.0,279.0,78.0,279.0,193.0
745,270,220,250,155,125,76,58,229,123,78,221,181,466,181,318,40,58,70,26,60,4,5,83,Glendale Wells,17424,24649,7225,7744,83521,1698181681,83521,157.0,132.0,85.0,289.0,88.0,289.0,203.0
746,270,230,250,155,125,76,58,229,123,78,221,181,466,181,318,40,71,60,18,26,45,7,39,Public Well 2,20164,21609,9025,9604,89401,2058346161,89401,147.0,142.0,95.0,299.0,98.0,299.0,213.0
747,270,240,250,155,125,76,58,229,123,78,221,181,466,181,318,40,58,47,32,8,57,38,63,Public Well 2,23104,18769,11025,11664,95481,2472973441,95481,137.0,152.0,105.0,309.0,108.0,309.0,223.0
748,270,250,250,155,125,76,58,229,123,78,221,181,466,181,318,40,49,17,47,17,55,51,45,Ground Surf,26244,16129,13225,13924,101761,2947295521,101761,127.0,162.0,115.0,319.0,118.0,319.0,233.0
749,270,260,250,155,125,76,58,229,123,78,221,181,466,181,318,40,22,57,33,6,75,79,99,Public Well 1,29584,13689,15625,16384,108241,3486784401,108241,117.0,172.0,125.0,329.0,128.0,329.0,243.0
750,270,270,250,155,125,76,58,229,123,78,221,181,466,181,318,40,54,7,14,37,6,48,41,Water Works II,33124,11449,18225,19044,114921,4097152081,114921,107.0,182.0,135.0,339.0,138.0,339.0,253.0
751,270,280,250,155,125,76,58,229,123,78,221,181,466,181,318,40,7,19,40,47,56,59,50,Ground Surf,36864,9409,21025,21904,121801,4784350561,121801,97.0,192.0,145.0,349.0,148.0,349.0,263.0
752,270,290,250,155,125,76,58,229,123,78,221,181,466,181,318,40,78,48,32,45,66,74,45,Public Well 2,40804,7569,24025,24964,128881,5554571841,128881,87.0,202.0,155.0,359.0,158.0,359.0,273.0
753,270,300,250,155,125,76,58,229,123,78,221,181,466,181,318,40,31,47,0,36,56,61,18,Public Well 1,44944,5929,27225,28224,136161,6414247921,136161,77.0,212.0,165.0,369.0,168.0,369.0,283.0
754,280,20,250,155,125,76,58,229,123,78,221,181,466,181,318,40,1,51,32,29,43,50,31,H2O Engine,3364,120409,11025,10404,9801,28561,9801,347.0,58.0,105.0,99.0,102.0,99.0,13.0
755,280,30,250,155,125,76,58,229,123,78,221,181,466,181,318,40,39,16,9,12,34,41,31,Public Well 2,2304,113569,9025,8464,11881,279841,11881,337.0,48.0,95.0,109.0,92.0,109.0,23.0
756,280,40,250,155,125,76,58,229,123,78,221,181,466,181,318,40,58,55,0,22,53,17,84,Public Well 2,1444,106929,7225,6724,14161,1185921,14161,327.0,38.0,85.0,119.0,82.0,119.0,33.0
757,280,50,250,155,125,76,58,229,123,78,221,181,466,181,318,40,56,45,54,37,76,46,17,Ground Surf,784,100489,5625,5184,16641,3418801,16641,317.0,28.0,75.0,129.0,72.0,129.0,43.0
758,280,60,250,155,125,76,58,229,123,78,221,181,466,181,318,40,83,17,26,47,42,82,54,Public Well 1,324,94249,4225,3844,19321,7890481,19321,307.0,18.0,65.0,139.0,62.0,139.0,53.0
759,280,70,250,155,125,76,58,229,123,78,221,181,466,181,318,40,69,10,49,47,77,2,61,Bowles W&S,64,88209,3025,2704,22201,15752961,22201,297.0,8.0,55.0,149.0,52.0,149.0,63.0
760,280,80,250,155,125,76,58,229,123,78,221,181,466,181,318,40,32,53,47,64,30,12,50,Glendale Wells,4,82369,2025,1764,25281,28398241,25281,287.0,2.0,45.0,159.0,42.0,159.0,73.0
761,280,90,250,155,125,76,58,229,123,78,221,181,466,181,318,40,7,58,38,64,3,40,76,Bowles W&S,144,76729,1225,1024,28561,47458321,28561,277.0,12.0,35.0,169.0,32.0,169.0,83.0
762,280,100,250,155,125,76,58,229,123,78,221,181,466,181,318,40,43,16,43,19,55,1,97,Public Well 1,484,71289,625,484,32041,74805201,32041,267.0,22.0,25.0,179.0,22.0,179.0,93.0
763,280,110,250,155,125,76,58,229,123,78,221,181,466,181,318,40,25,69,6,19,42,67,32,Water Works II,1024,66049,225,144,35721,112550881,35721,257.0,32.0,15.0,189.0,12.0,189.0,103.0
764,280,120,250,155,125,76,58,229,123,78,221,181,466,181,318,40,73,13,30,15,7,59,99,H2O Engine,1764,61009,25,4,39601,163047361,39601,247.0,42.0,5.0,199.0,2.0,199.0,113.0
765,280,130,250,155,125,76,58,229,123,78,221,181,466,181,318,40,74,3,52,1,15,86,100,Public Well 2,2704,56169,25,64,43681,228886641,43681,237.0,52.0,5.0,209.0,8.0,209.0,123.0
766,280,140,250,155,125,76,58,229,123,78,221,181,466,181,318,40,57,27,26,6,24,38,22,Bowles W&S,3844,51529,225,324,47961,312900721,47961,227.0,62.0,15.0,219.0,18.0,219.0,133.0
767,280,150,250,155,125,76,58,229,123,78,221,181,466,181,318,40,84,22,17,9,57,4,4,Glendale Wells,5184,47089,625,784,52441,418161601,52441,217.0,72.0,25.0,229.0,28.0,229.0,143.0
768,280,160,250,155,125,76,58,229,123,78,221,181,466,181,318,40,36,23,15,57,30,10,8,Water Works II,6724,42849,1225,1444,57121,547981281,57121,207.0,82.0,35.0,239.0,38.0,239.0,153.0
769,280,170,250,155,125,76,58,229,123,78,221,181,466,181,318,40,45,65,19,20,65,0,65,Public Well 2,8464,38809,2025,2304,62001,705911761,62001,197.0,92.0,45.0,249.0,48.0,249.0,163.0
770,280,180,250,155,125,76,58,229,123,78,221,181,466,181,318,40,80,25,7,14,1,49,24,H2O Engine,10404,34969,3025,3364,67081,895745041,67081,187.0,102.0,55.0,259.0,58.0,259.0,173.0
771,280,190,250,155,125,76,58,229,123,78,221,181,466,181,318,40,9,54,31,34,8,76,19,Bowles W&S,12544,31329,4225,4624,72361,1121513121,72361,177.0,112.0,65.0,269.0,68.0,269.0,183.0
772,280,200,250,155,125,76,58,229,123,78,221,181,466,181,318,40,81,2,13,39,26,61,48,Public Well 1,14884,27889,5625,6084,77841,1387488001,77841,167.0,122.0,75.0,279.0,78.0,279.0,193.0
773,280,210,250,155,125,76,58,229,123,78,221,181,466,181,318,40,22,24,15,20,65,18,91,Ground Surf,17424,24649,7225,7744,83521,1698181681,83521,157.0,132.0,85.0,289.0,88.0,289.0,203.0
774,280,220,250,155,125,76,58,229,123,78,221,181,466,181,318,40,43,13,14,28,38,74,46,Public Well 1,20164,21609,9025,9604,89401,2058346161,89401,147.0,142.0,95.0,299.0,98.0,299.0,213.0
775,280,230,250,155,125,76,58,229,123,78,221,181,466,181,318,40,32,60,53,29,30,65,85,Public Well 1,23104,18769,11025,11664,95481,2472973441,95481,137.0,152.0,105.0,309.0,108.0,309.0,223.0
776,280,240,250,155,125,76,58,229,123,78,221,181,466,181,318,40,43,24,16,69,55,40,99,Public Well 1,26244,16129,13225,13924,101761,2947295521,101761,127.0,162.0,115.0,319.0,118.0,319.0,233.0
777,280,250,250,155,125,76,58,229,123,78,221,181,466,181,318,40,53,37,25,31,66,5,68,Public Well 1,29584,13689,15625,16384,108241,3486784401,108241,117.0,172.0,125.0,329.0,128.0,329.0,243.0
778,280,260,250,155,125,76,58,229,123,78,221,181,466,181,318,40,80,60,36,63,30,12,68,H2O Engine,33124,11449,18225,19044,114921,4097152081,114921,107.0,182.0,135.0,339.0,138.0,339.0,253.0
779,280,270,250,155,125,76,58,229,123,78,221,181,466,181,318,40,53,56,35,40,1,79,95,H2O Engine,36864,9409,21025,21904,121801,4784350561,121801,97.0,192.0,145.0,349.0,148.0,349.0,263.0
780,280,280,250,155,125,76,58,229,123,78,221,181,466,181,318,40,4,45,44,67,15,83,38,Water Works II,40804,7569,24025,24964,128881,5554571841,128881,87.0,202.0,155.0,359.0,158.0,359.0,273.0
781,280,290,250,155,125,76,58,229,123,78,221,181,466,181,318,40,57,16,41,5,25,67,86,Public Well 2,44944,5929,27225,28224,136161,6414247921,136161,77.0,212.0,165.0,369.0,168.0,369.0,283.0
782,280,300,250,155,125,76,58,229,123,78,221,181,466,181,318,40,63,7,21,20,13,57,82,Ground Surf,49284,4489,30625,31684,143641,7370050801,143641,67.0,222.0,175.0,379.0,178.0,379.0,293.0
783,290,20,250,155,125,76,58,229,123,78,221,181,466,181,318,40,77,67,14,48,68,68,1,Public Well 1,2304,113569,9025,8464,11881,279841,11881,337.0,48.0,95.0,109.0,92.0,109.0,23.0
784,290,30,250,155,125,76,58,229,123,78,221,181,466,181,318,40,17,12,31,46,32,48,29,H2O Engine,1444,106929,7225,6724,14161,1185921,14161,327.0,38.0,85.0,119.0,82.0,119.0,33.0
785,290,40,250,155,125,76,58,229,123,78,221,181,466,181,318,40,15,38,22,60,11,39,52,Public Well 2,784,100489,5625,5184,16641,3418801,16641,317.0,28.0,75.0,129.0,72.0,129.0,43.0
786,290,50,250,155,125,76,58,229,123,78,221,181,466,181,318,40,74,64,52,18,53,62,86,Glendale Wells,324,94249,4225,3844,19321,7890481,19321,307.0,18.0,65.0,139.0,62.0,139.0,53.0
787,290,60,250,155,125,76,58,229,123,78,221,181,466,181,318,40,42,52,21,19,8,22,54,Bowles W&S,64,88209,3025,2704,22201,15752961,22201,297.0,8.0,55.0,149.0,52.0,149.0,63.0
788,290,70,250,155,125,76,58,229,123,78,221,181,466,181,318,40,76,70,42,28,50,23,98,Glendale Wells,4,82369,2025,1764,25281,28398241,25281,287.0,2.0,45.0,159.0,42.0,159.0,73.0
789,290,80,250,155,125,76,58,229,123,78,221,181,466,181,318,40,76,11,37,29,33,2,54,H2O Engine,144,76729,1225,1024,28561,47458321,28561,277.0,12.0,35.0,169.0,32.0,169.0,83.0
790,290,90,250,155,125,76,58,229,123,78,221,181,466,181,318,40,49,60,9,19,68,67,35,Bowles W&S,484,71289,625,484,32041,74805201,32041,267.0,22.0,25.0,179.0,22.0,179.0,93.0
791,290,100,250,155,125,76,58,229,123,78,221,181,466,181,318,40,33,69,29,24,77,6,12,Glendale Wells,1024,66049,225,144,35721,112550881,35721,257.0,32.0,15.0,189.0,12.0,189.0,103.0
792,290,110,250,155,125,76,58,229,123,78,221,181,466,181,318,40,82,58,3,60,66,16,97,Glendale Wells,1764,61009,25,4,39601,163047361,39601,247.0,42.0,5.0,199.0,2.0,199.0,113.0
793,290,120,250,155,125,76,58,229,123,78,221,181,466,181,318,40,40,33,40,45,0,60,67,Ground Surf,2704,56169,25,64,43681,228886641,43681,237.0,52.0,5.0,209.0,8.0,209.0,123.0
794,290,130,250,155,125,76,58,229,123,78,221,181,466,181,318,40,56,11,44,11,36,69,54,H2O Engine,3844,51529,225,324,47961,312900721,47961,227.0,62.0,15.0,219.0,18.0,219.0,133.0
795,290,140,250,155,125,76,58,229,123,78,221,181,466,181,318,40,30,26,42,30,43,66,67,Ground Surf,5184,47089,625,784,52441,418161601,52441,217.0,72.0,25.0,229.0,28.0,229.0,143.0
796,290,150,250,155,125,76,58,229,123,78,221,181,466,181,318,40,55,70,40,55,3,11,59,Water Works II,6724,42849,1225,1444,57121,547981281,57121,207.0,82.0,35.0,239.0,38.0,239.0,153.0
797,290,160,250,155,125,76,58,229,123,78,221,181,466,181,318,40,81,25,34,44,9,26,31,Bowles W&S,8464,38809,2025,2304,62001,705911761,62001,197.0,92.0,45.0,249.0,48.0,249.0,163.0
798,290,170,250,155,125,76,58,229,123,78,221,181,466,181,318,40,18,33,5,8,58,74,8,Public Well 1,10404,34969,3025,3364,67081,895745041,67081,187.0,102.0,55.0,259.0,58.0,259.0,173.0
799,290,180,250,155,125,76,58,229,123,78,221,181,466,181,318,40,61,16,24,4,46,85,95,Public Well 1,12544,31329,4225,4624,72361,1121513121,72361,177.0,112.0,65.0,269.0,68.0,269.0,183.0
800,290,190,250,155,125,76,58,229,123,78,221,181,466,181,318,40,16,62,38,9,78,80,21,Bowles W&S,14884,27889,5625,6084,77841,1387488001,77841,167.0,122.0,75.0,279.0,78.0,279.0,193.0
801,290,200,250,155,125,76,58,229,123,78,221,181,466,181,318,40,66,58,1,25,69,67,74,Public Well 1,17424,24649,7225,7744,83521,1698181681,83521,157.0,132.0,85.0,289.0,88.0,289.0,203.0
802,290,210,250,155,125,76,58,229,123,78,221,181,466,181,318,40,10,26,27,1,35,49,8,Public Well 1,20164,21609,9025,9604,89401,2058346161,89401,147.0,142.0,95.0,299.0,98.0,299.0,213.0
803,290,220,250,155,125,76,58,229,123,78,221,181,466,181,318,40,14,48,40,16,49,13,46,Public Well 1,23104,18769,11025,11664,95481,2472973441,95481,137.0,152.0,105.0,309.0,108.0,309.0,223.0
804,290,230,250,155,125,76,58,229,123,78,221,181,466,181,318,40,35,48,4,16,33,69,19,Ground Surf,26244,16129,13225,13924,101761,2947295521,101761,127.0,162.0,115.0,319.0,118.0,319.0,233.0
805,290,240,250,155,125,76,58,229,123,78,221,181,466,181,318,40,14,41,28,2,59,36,72,Glendale Wells,29584,13689,15625,16384,108241,3486784401,108241,117.0,172.0,125.0,329.0,128.0,329.0,243.0
806,290,250,250,155,125,76,58,229,123,78,221,181,466,181,318,40,47,49,4,33,0,85,24,Bowles W&S,33124,11449,18225,19044,114921,4097152081,114921,107.0,182.0,135.0,339.0,138.0,339.0,253.0
807,290,260,250,155,125,76,58,229,123,78,221,181,466,181,318,40,25,31,51,10,74,78,10,Water Works II,36864,9409,21025,21904,121801,4784350561,121801,97.0,192.0,145.0,349.0,148.0,349.0,263.0
808,290,270,250,155,125,76,58,229,123,78,221,181,466,181,318,40,4,56,26,64,66,90,88,Water Works II,40804,7569,24025,24964,128881,5554571841,128881,87.0,202.0,155.0,359.0,158.0,359.0,273.0
809,290,280,250,155,125,76,58,229,123,78,221,181,466,181,318,40,11,21,14,47,38,64,43,Water Works II,44944,5929,27225,28224,136161,6414247921,136161,77.0,212.0,165.0,369.0,168.0,369.0,283.0
810,290,290,250,155,125,76,58,229,123,78,221,181,466,181,318,40,22,47,49,61,2,29,73,Public Well 1,49284,4489,30625,31684,143641,7370050801,143641,67.0,222.0,175.0,379.0,178.0,379.0,293.0
811,290,300,250,155,125,76,58,229,123,78,221,181,466,181,318,40,52,20,4,49,38,36,75,Public Well 1,53824,3249,34225,35344,151321,8428892481,151321,57.0,232.0,185.0,389.0,188.0,389.0,303.0
812,300,20,250,155,125,76,58,229,123,78,221,181,466,181,318,40,48,4,52,32,53,24,39,Public Well 2,1444,106929,7225,6724,14161,1185921,14161,327.0,38.0,85.0,119.0,82.0,119.0,33.0
813,300,30,250,155,125,76,58,229,123,78,221,181,466,181,318,40,45,13,25,60,1,36,40,Public Well 2,784,100489,5625,5184,16641,3418801,16641,317.0,28.0,75.0,129.0,72.0,129.0,43.0
814,300,40,250,155,125,76,58,229,123,78,221,181,466,181,318,40,18,19,2,50,25,57,67,Bowles W&S,324,94249,4225,3844,19321,7890481,19321,307.0,18.0,65.0,139.0,62.0,139.0,53.0
815,300,50,250,155,125,76,58,229,123,78,221,181,466,181,318,40,13,54,6,17,67,81,35,Bowles W&S,64,88209,3025,2704,22201,15752961,22201,297.0,8.0,55.0,149.0,52.0,149.0,63.0
816,300,60,250,155,125,76,58,229,123,78,221,181,466,181,318,40,83,66,37,50,3,83,98,Glendale Wells,4,82369,2025,1764,25281,28398241,25281,287.0,2.0,45.0,159.0,42.0,159.0,73.0
817,300,70,250,155,125,76,58,229,123,78,221,181,466,181,318,40,50,19,41,70,9,8,30,Water Works II,144,76729,1225,1024,28561,47458321,28561,277.0,12.0,35.0,169.0,32.0,169.0,83.0
818,300,80,250,155,125,76,58,229,123,78,221,181,466,181,318,40,83,39,54,29,17,81,7,Water Works II,484,71289,625,484,32041,74805201,32041,267.0,22.0,25.0,179.0,22.0,179.0,93.0
819,300,90,250,155,125,76,58,229,123,78,221,181,466,181,318,40,12,69,8,7,0,77,63,Glendale Wells,1024,66049,225,144,35721,112550881,35721,257.0,32.0,15.0,189.0,12.0,189.0,103.0
820,300,100,250,155,125,76,58,229,123,78,221,181,466,181,318,40,24,67,3,5,51,45,4,Water Works II,1764,61009,25,4,39601,163047361,39601,247.0,42.0,5.0,199.0,2.0,199.0,113.0
821,300,110,250,155,125,76,58,229,123,78,221,181,466,181,318,40,54,45,19,35,57,85,42,Water Works II,2704,56169,25,64,43681,228886641,43681,237.0,52.0,5.0,209.0,8.0,209.0,123.0
822,300,120,250,155,125,76,58,229,123,78,221,181,466,181,318,40,4,38,59,62,74,11,43,Bowles W&S,3844,51529,225,324,47961,312900721,47961,227.0,62.0,15.0,219.0,18.0,219.0,133.0
823,300,130,250,155,125,76,58,229,123,78,221,181,466,181,318,40,50,11,47,36,1,49,50,Water Works II,5184,47089,625,784,52441,418161601,52441,217.0,72.0,25.0,229.0,28.0,229.0,143.0
824,300,140,250,155,125,76,58,229,123,78,221,181,466,181,318,40,82,10,32,60,54,1,56,Public Well 2,6724,42849,1225,1444,57121,547981281,57121,207.0,82.0,35.0,239.0,38.0,239.0,153.0
825,300,150,250,155,125,76,58,229,123,78,221,181,466,181,318,40,75,29,28,21,23,56,14,Water Works II,8464,38809,2025,2304,62001,705911761,62001,197.0,92.0,45.0,249.0,48.0,249.0,163.0
826,300,160,250,155,125,76,58,229,123,78,221,181,466,181,318,40,50,37,17,24,43,5,81,Glendale Wells,10404,34969,3025,3364,67081,895745041,67081,187.0,102.0,55.0,259.0,58.0,259.0,173.0
827,300,170,250,155,125,76,58,229,123,78,221,181,466,181,318,40,10,61,40,3,50,80,11,Public Well 2,12544,31329,4225,4624,72361,1121513121,72361,177.0,112.0,65.0,269.0,68.0,269.0,183.0
828,300,180,250,155,125,76,58,229,123,78,221,181,466,181,318,40,66,23,39,24,70,13,37,Water Works II,14884,27889,5625,6084,77841,1387488001,77841,167.0,122.0,75.0,279.0,78.0,279.0,193.0
829,300,190,250,155,125,76,58,229,123,78,221,181,466,181,318,40,84,13,55,51,13,62,68,Glendale Wells,17424,24649,7225,7744,83521,1698181681,83521,157.0,132.0,85.0,289.0,88.0,289.0,203.0
830,300,200,250,155,125,76,58,229,123,78,221,181,466,181,318,40,77,43,27,70,41,63,60,Bowles W&S,20164,21609,9025,9604,89401,2058346161,89401,147.0,142.0,95.0,299.0,98.0,299.0,213.0
831,300,210,250,155,125,76,58,229,123,78,221,181,466,181,318,40,27,2,0,13,29,12,93,H2O Engine,23104,18769,11025,11664,95481,2472973441,95481,137.0,152.0,105.0,309.0,108.0,309.0,223.0
832,300,220,250,155,125,76,58,229,123,78,221,181,466,181,318,40,68,14,41,7,17,13,56,Bowles W&S,26244,16129,13225,13924,101761,2947295521,101761,127.0,162.0,115.0,319.0,118.0,319.0,233.0
833,300,230,250,155,125,76,58,229,123,78,221,181,466,181,318,40,39,42,59,67,30,90,81,Ground Surf,29584,13689,15625,16384,108241,3486784401,108241,117.0,172.0,125.0,329.0,128.0,329.0,243.0
834,300,240,250,155,125,76,58,229,123,78,221,181,466,181,318,40,76,50,49,38,47,87,7,Bowles W&S,33124,11449,18225,19044,114921,4097152081,114921,107.0,182.0,135.0,339.0,138.0,339.0,253.0
835,300,250,250,155,125,76,58,229,123,78,221,181,466,181,318,40,83,18,33,21,40,19,2,Public Well 2,36864,9409,21025,21904,121801,4784350561,121801,97.0,192.0,145.0,349.0,148.0,349.0,263.0
836,300,260,250,155,125,76,58,229,123,78,221,181,466,181,318,40,83,28,45,6,4,27,50,Bowles W&S,40804,7569,24025,24964,128881,5554571841,128881,87.0,202.0,155.0,359.0,158.0,359.0,273.0
837,300,270,250,155,125,76,58,229,123,78,221,181,466,181,318,40,80,62,18,3,73,88,95,Glendale Wells,44944,5929,27225,28224,136161,6414247921,136161,77.0,212.0,165.0,369.0,168.0,369.0,283.0
838,300,280,250,155,125,76,58,229,123,78,221,181,466,181,318,40,8,63,30,11,62,8,2,Public Well 2,49284,4489,30625,31684,143641,7370050801,143641,67.0,222.0,175.0,379.0,178.0,379.0,293.0
839,300,290,250,155,125,76,58,229,123,78,221,181,466,181,318,40,9,2,15,11,43,60,14,H2O Engine,53824,3249,34225,35344,151321,8428892481,151321,57.0,232.0,185.0,389.0,188.0,389.0,303.0
840,300,300,250,155,125,76,58,229,123,78,221,181,466,181,318,40,31,34,18,33,30,85,27,Glendale Wells,58564,2209,38025,39204,159201,9597924961,159201,47.0,242.0,195.0,399.0,198.0,399.0,313.0
841,310,20,250,155,125,76,58,229,123,78,221,181,466,181,318,40,80,6,23,3,10,87,88,Ground Surf,784,100489,5625,5184,16641,3418801,16641,317.0,28.0,75.0,129.0,72.0,129.0,43.0
842,310,30,250,155,125,76,58,229,123,78,221,181,466,181,318,40,80,11,3,37,76,30,41,Public Well 1,324,94249,4225,3844,19321,7890481,19321,307.0,18.0,65.0,139.0,62.0,139.0,53.0
843,310,40,250,155,125,76,58,229,123,78,221,181,466,181,318,40,23,43,12,11,44,37,65,H2O Engine,64,88209,3025,2704,22201,15752961,22201,297.0,8.0,55.0,149.0,52.0,149.0,63.0
844,310,50,250,155,125,76,58,229,123,78,221,181,466,181,318,40,2,62,37,53,49,3,77,Glendale Wells,4,82369,2025,1764,25281,28398241,25281,287.0,2.0,45.0,159.0,42.0,159.0,73.0
845,310,60,250,155,125,76,58,229,123,78,221,181,466,181,318,40,62,61,47,53,21,34,19,H2O Engine,144,76729,1225,1024,28561,47458321,28561,277.0,12.0,35.0,169.0,32.0,169.0,83.0
846,310,70,250,155,125,76,58,229,123,78,221,181,466,181,318,40,18,38,43,32,60,17,57,Public Well 1,484,71289,625,484,32041,74805201,32041,267.0,22.0,25.0,179.0,22.0,179.0,93.0
847,310,80,250,155,125,76,58,229,123,78,221,181,466,181,318,40,35,49,34,18,46,79,92,Glendale Wells,1024,66049,225,144,35721,112550881,35721,257.0,32.0,15.0,189.0,12.0,189.0,103.0
848,310,90,250,155,125,76,58,229,123,78,221,181,466,181,318,40,69,13,28,63,14,48,42,H2O Engine,1764,61009,25,4,39601,163047361,39601,247.0,42.0,5.0,199.0,2.0,199.0,113.0
849,310,100,250,155,125,76,58,229,123,78,221,181,466,181,318,40,34,38,6,63,33,78,49,H2O Engine,2704,56169,25,64,43681,228886641,43681,237.0,52.0,5.0,209.0,8.0,209.0,123.0
850,310,110,250,155,125,76,58,229,123,78,221,181,466,181,318,40,64,3,7,58,23,1,95,H2O Engine,3844,51529,225,324,47961,312900721,47961,227.0,62.0,15.0,219.0,18.0,219.0,133.0
851,310,120,250,155,125,76,58,229,123,78,221,181,466,181,318,40,37,55,60,36,68,40,94,Public Well 1,5184,47089,625,784,52441,418161601,52441,217.0,72.0,25.0,229.0,28.0,229.0,143.0
852,310,130,250,155,125,76,58,229,123,78,221,181,466,181,318,40,54,15,4,37,33,20,85,Water Works II,6724,42849,1225,1444,57121,547981281,57121,207.0,82.0,35.0,239.0,38.0,239.0,153.0
853,310,140,250,155,125,76,58,229,123,78,221,181,466,181,318,40,24,6,26,50,35,49,40,H2O Engine,8464,38809,2025,2304,62001,705911761,62001,197.0,92.0,45.0,249.0,48.0,249.0,163.0
854,310,150,250,155,125,76,58,229,123,78,221,181,466,181,318,40,68,48,54,27,61,8,50,Public Well 2,10404,34969,3025,3364,67081,895745041,67081,187.0,102.0,55.0,259.0,58.0,259.0,173.0
855,310,160,250,155,125,76,58,229,123,78,221,181,466,181,318,40,81,58,57,23,72,43,68,Public Well 2,12544,31329,4225,4624,72361,1121513121,72361,177.0,112.0,65.0,269.0,68.0,269.0,183.0
856,310,170,250,155,125,76,58,229,123,78,221,181,466,181,318,40,41,18,26,65,18,57,73,Water Works II,14884,27889,5625,6084,77841,1387488001,77841,167.0,122.0,75.0,279.0,78.0,279.0,193.0
857,310,180,250,155,125,76,58,229,123,78,221,181,466,181,318,40,45,8,26,31,19,46,18,Public Well 1,17424,24649,7225,7744,83521,1698181681,83521,157.0,132.0,85.0,289.0,88.0,289.0,203.0
858,310,190,250,155,125,76,58,229,123,78,221,181,466,181,318,40,12,56,13,20,9,84,94,Bowles W&S,20164,21609,9025,9604,89401,2058346161,89401,147.0,142.0,95.0,299.0,98.0,299.0,213.0
859,310,200,250,155,125,76,58,229,123,78,221,181,466,181,318,40,30,41,16,28,80,0,25,Public Well 1,23104,18769,11025,11664,95481,2472973441,95481,137.0,152.0,105.0,309.0,108.0,309.0,223.0
860,310,210,250,155,125,76,58,229,123,78,221,181,466,181,318,40,20,2,50,53,44,39,14,Water Works II,26244,16129,13225,13924,101761,2947295521,101761,127.0,162.0,115.0,319.0,118.0,319.0,233.0
861,310,220,250,155,125,76,58,229,123,78,221,181,466,181,318,40,4,60,30,31,71,72,7,Water Works II,29584,13689,15625,16384,108241,3486784401,108241,117.0,172.0,125.0,329.0,128.0,329.0,243.0
862,310,230,250,155,125,76,58,229,123,78,221,181,466,181,318,40,70,28,10,48,2,32,51,Public Well 2,33124,11449,18225,19044,114921,4097152081,114921,107.0,182.0,135.0,339.0,138.0,339.0,253.0
863,310,240,250,155,125,76,58,229,123,78,221,181,466,181,318,40,46,36,38,5,41,50,11,Public Well 1,36864,9409,21025,21904,121801,4784350561,121801,97.0,192.0,145.0,349.0,148.0,349.0,263.0
864,310,250,250,155,125,76,58,229,123,78,221,181,466,181,318,40,32,15,32,64,76,36,15,Water Works II,40804,7569,24025,24964,128881,5554571841,128881,87.0,202.0,155.0,359.0,158.0,359.0,273.0
865,310,260,250,155,125,76,58,229,123,78,221,181,466,181,318,40,75,37,44,45,58,83,56,Water Works II,44944,5929,27225,28224,136161,6414247921,136161,77.0,212.0,165.0,369.0,168.0,369.0,283.0
866,310,270,250,155,125,76,58,229,123,78,221,181,466,181,318,40,41,42,41,45,66,47,83,Water Works II,49284,4489,30625,31684,143641,7370050801,143641,67.0,222.0,175.0,379.0,178.0,379.0,293.0
867,310,280,250,155,125,76,58,229,123,78,221,181,466,181,318,40,15,50,13,67,68,64,59,H2O Engine,53824,3249,34225,35344,151321,8428892481,151321,57.0,232.0,185.0,389.0,188.0,389.0,303.0
868,310,290,250,155,125,76,58,229,123,78,221,181,466,181,318,40,25,9,44,20,12,84,36,Public Well 1,58564,2209,38025,39204,159201,9597924961,159201,47.0,242.0,195.0,399.0,198.0,399.0,313.0
869,310,300,250,155,125,76,58,229,123,78,221,181,466,181,318,40,49,44,19,10,59,61,51,H2O Engine,63504,1369,42025,43264,167281,10884540241,167281,37.0,252.0,205.0,409.0,208.0,409.0,323.0
